Village Name,Panchayat Name,Block Name,District Name,State Name,Total Population,SC Population,ST Population,GEN Population,No. of Habitations,Is PWS Available,JJM Status,Har Ghar Jal Certificate,Total Households,Total Tap Connections
Sangatpura,Sangatpura,Nabha,Patiala,Punjab,976,336,0,640,1,Yes,Har ghar jal certified,Certificate by public health engineering department,146,146
Sauja,Sauja,Nabha,Patiala,Punjab,1390,469,0,921,1,Yes,Har ghar jal certified,Certificate by public health engineering department,200,200
Shahpur,Shahpur,Nabha,Patiala,Punjab,448,279,0,169,1,Yes,Har ghar jal certified,Certificate by public health engineering department,65,65
Shamashpur,Shamashpur,Nabha,Patiala,Punjab,418,91,0,327,1,Yes,Har ghar jal certified,Certificate by public health engineering department,68,68
Shamla,Shamla,Nabha,Patiala,Punjab,977,125,0,852,1,Yes,Har ghar jal certified,Certificate by public health engineering department,154,154
Shivgarh,Shivgarh,Nabha,Patiala,Punjab,545,139,0,406,1,Yes,Har ghar jal certified,Certificate by public health engineering department,100,100
Simbro,Simbro,Nabha,Patiala,Punjab,1225,435,0,790,1,Yes,Har ghar jal certified,Certificate by public health engineering department,189,189
Siri Nagar,Srinagar,Nabha,Patiala,Punjab,868,473,0,395,1,Yes,Har ghar jal certified,Certificate by public health engineering department,129,129
Sudhewal,Sudhewal,Nabha,Patiala,Punjab,1328,468,0,860,1,Yes,Har ghar jal certified,Certificate by public health engineering department,202,202
Sukhewal,Sukhewal,Nabha,Patiala,Punjab,579,354,0,225,1,Yes,Har ghar jal certified,Certificate by public health engineering department,92,92
ALHORAN KALAN,Surain Das Colony,Nabha,Patiala,Punjab,16715,4930,0,11785,4,Yes,Har ghar jal certified,Certificate by public health engineering department,1784,1784
Surajpur,Surajpur,Nabha,Patiala,Punjab,855,421,0,434,1,Yes,Har ghar jal certified,Certificate by public health engineering department,139,139
Tohra,Tauhra,Nabha,Patiala,Punjab,2260,783,0,1477,1,Yes,Har ghar jal certified,Certificate by public health engineering department,354,354
Tarkheri Kalan,Terkheri Kalan,Nabha,Patiala,Punjab,1199,473,0,726,1,Yes,Har ghar jal certified,Certificate by public health engineering department,149,149
Tarkheri Khurd,Terkheri Khurd,Nabha,Patiala,Punjab,640,367,0,273,1,Yes,Har ghar jal certified,Certificate by public health engineering department,88,88
THUHI,Thuha Patti,Nabha,Patiala,Punjab,4386,954,0,3432,2,Yes,Har ghar jal certified,Certificate by public health engineering department,513,513
THUHI,Thuhi,Nabha,Patiala,Punjab,4386,954,0,3432,2,Yes,Har ghar jal certified,Certificate by public health engineering department,513,513
Todarwal,Todarwal,Nabha,Patiala,Punjab,1104,547,0,557,1,Yes,Har ghar jal certified,Certificate by public health engineering department,169,169
Tungan,Tungan,Nabha,Patiala,Punjab,1722,350,0,1372,1,Yes,Har ghar jal certified,Certificate by public health engineering department,272,272
Udha,Udha,Nabha,Patiala,Punjab,522,284,0,238,1,Yes,Har ghar jal certified,Certificate by public health engineering department,81,81
Uplan,Uplan,Nabha,Patiala,Punjab,477,49,0,428,1,Yes,Har ghar jal certified,Certificate by public health engineering department,71,71
Amanpura,Amanpura,Patiala,Patiala,Punjab,845,245,0,600,1,Yes,Har ghar jal certified,Certificate by public health engineering department,165,165
Asse Majra,Asse Majra,Patiala,Patiala,Punjab,738,283,0,455,2,Yes,Har ghar jal certified,Certificate by public health engineering department,157,157
Bakshiwala Urf Kishangarh,Bakshiwala,Patiala,Patiala,Punjab,1561,657,0,904,3,Yes,Har ghar jal certified,Certificate by public health engineering department,395,395
Baran,Baran,Patiala,Patiala,Punjab,3568,1034,0,2534,3,Yes,Har ghar jal certified,Certificate by public health engineering department,673,673
Barsat,Barsat,Patiala,Patiala,Punjab,1708,647,0,1061,1,Yes,Har ghar jal certified,Certificate by public health engineering department,321,321
Sassa Gujjran,Bhagwan Pura,Patiala,Patiala,Punjab,2148,394,0,1754,3,Yes,Har ghar jal certified,Certificate by public health engineering department,309,309
Bhedpura,Bhedpura,Patiala,Patiala,Punjab,1564,518,0,1046,1,Yes,Har ghar jal certified,Certificate by public health engineering department,288,288
